Year,Value
1976,null
1977,null
1978,null
1979,null
1980,null
1981,null
1982,null
1983,null
1984,null
1985,null
1986,81.1
1987,43.2
1988,null
1989,null
1990,20.3
1991,65.9
1992,93.9
1993,70.2
1994,74.4
1995,86.1
1996,86.5
1997,40.6
1998,43.2
1999,20.8
2000,61.3
2001,8.9
2002,0
2003,null
2004,28.8
2005,15.3
2006,51.7
2007,25.8
2008,31.5
2009,24.4
2010,73.1
2011,33.8
2012,89.4
2013,63.4
2014,38.5
2015,25.9
2016,41.2
2017,62.8
2018,38.3
2019,50.9
2020,null
