Year,Value
1976,null
1977,null
1978,null
1979,null
1980,null
1981,null
1982,null
1983,null
1984,null
1985,null
1986,null
1987,null
1988,0.46
1989,0.33
1990,0.35
1991,0.55
1992,0.79
1993,0.85
1994,0.77
1995,0.81
1996,0.65
1997,0.9
1998,0.87
1999,null
2000,0.74
2001,0.68
2002,0.7
2003,0.12
2004,0.49
2005,0.82
2006,0.49
2007,0.88
2008,0.81
2009,0.89
2010,0.69
2011,0.58
2012,0.68
2013,0.5
2014,0.33
2015,0.59
2016,0.87
2017,0.67
2018,0.76
2019,0.9
2020,null
